ilce_adi;mahalle_adi;mahalle_koy_uavt;cok_agir_hasarli_bina_sayisi;agir_hasarli_bina_sayisi;orta_hasarli_bina_sayisi;hafif_hasarli_bina_sayisi;can_kaybi_sayisi;agir_yarali_sayisi;hastanede_tedavi_sayisi;hafif_yarali_sayisi;dogalgaz_boru_hasari;icme_suyu_boru_hasari;atik_su_boru_hasari;gecici_barinma
ESENLER;TUNA;40351;32;74;365;775;47;26;125;238;0;0;1;2474
ESENLER;TURGUT RE›S;40353;7;22;178;633;11;6;31;70;0;0;1;1206
ESENLER;YAVUZ SEL›M;40349;8;15;59;107;10;5;26;47;0;0;0;348
ESENYURT;AK«ABURGAZ;40880;9;44;232;457;8;4;27;62;1;2;4;1166
ESENYURT;AKEVLER;181498;2;6;27;62;6;3;16;33;0;0;1;383
ESENYURT;AKﬁEMSEDD›N;181504;11;34;131;194;12;7;33;63;0;0;1;644
ESENYURT;ARDI«LI;40861;9;34;149;226;9;4;27;54;1;0;1;566
ESENYURT;AﬁIK VEYSEL;181518;5;10;47;174;13;7;36;67;0;0;1;629
ESENYURT;ATAT‹RK;40881;12;45;192;306;12;6;34;70;1;1;2;1078
ESENYURT;BA–LAR«EﬁME;40855;20;62;291;550;38;21;103;201;1;1;2;2579
ESENYURT;BALIKYOLU;181510;19;70;306;509;29;16;81;162;1;1;1;2456
ESENYURT;BARBAROS HAYRETT›N PAﬁA;181488;5;14;47;141;26;13;69;126;1;1;1;1126
ESENYURT;BATTALGAZ›;181526;10;35;168;322;15;8;44;90;0;0;1;1295
ESENYURT;CUMHUR›YET;40865;2;4;12;49;14;7;36;64;0;0;1;524
ESENYURT;«INAR;181514;14;45;224;448;26;14;72;145;0;0;1;2209
ESENYURT;ESENKENT;40862;5;18;96;197;8;3;21;42;0;0;1;637
ESENYURT;FAT›H;40851;20;52;226;428;37;22;102;196;1;1;1;2269
ESENYURT;G÷KEVLER;181490;2;6;22;55;12;5;33;60;0;0;1;325
ESENYURT;G‹ZELYURT;40895;9;24;114;241;19;9;53;102;1;1;2;1172
ESENYURT;H‹RR›YET;181482;17;59;248;424;28;16;82;163;1;1;2;2240
ESENYURT;›NC›RTEPE;40852;23;67;279;471;38;21;105;200;1;1;1;2478
ESENYURT;›N÷N‹;40853;16;50;227;404;31;16;84;162;1;1;1;2201
ESENYURT;›ST›KLAL;40879;12;44;207;403;17;10;49;101;0;1;1;1349
ESENYURT;KOZA;181522;4;13;57;118;4;2;14;26;0;0;1;199
ESENYURT;MEHMET AK›F ERSOY;181494;7;23;114;251;23;12;65;129;0;1;1;1670
ESENYURT;MEHTER«EﬁME;40854;16;49;237;491;42;23;120;240;1;1;2;2813
ESENYURT;MEVLANA;181492;4;9;29;93;22;12;60;107;0;1;1;723
ESENYURT;NAMIK KEMAL;40856;33;77;289;452;40;22;109;201;1;1;2;2307
ESENYURT;NEC›P FAZIL KISAK‹REK;181484;14;49;208;344;22;12;62;123;0;1;1;1687
ESENYURT;ORHAN GAZ›;40863;6;22;103;193;6;3;18;36;1;1;1;698
ESENYURT;OSMANGAZ›;181480;29;117;542;926;25;14;73;153;2;2;4;2628
ESENYURT;÷RNEK;40857;16;53;246;429;22;12;61;122;0;0;1;1580
ESENYURT;PINAR;40864;24;73;341;649;47;27;130;255;1;1;2;3114
ESENYURT;P›R› RE›S;181486;2;6;24;78;13;7;35;65;0;0;1;542
ESENYURT;SAADETDERE;40858;33;78;297;476;45;25;120;223;1;1;2;2280
ESENYURT;SELAHADD›N EYYUB›;181516;12;46;223;439;17;9;51;109;1;1;2;1765
ESENYURT;SULTAN›YE;181508;11;31;145;285;22;12;61;118;0;0;1;1433
ESENYURT;S‹LEYMAN›YE;181512;17;53;261;514;32;18;88;174;1;1;1;2401
ESENYURT;ﬁEH›TLER;181524;11;42;196;350;17;9;48;97;0;0;1;1443
ESENYURT;TALATPAﬁA;40859;16;51;238;460;34;18;93;184;1;1;2;2156
ESENYURT;TURGUT ÷ZAL;181502;19;48;190;329;34;19;93;174;1;1;2;2275
ESENYURT;‹«EVLER;181496;13;40;196;413;30;16;82;163;0;0;1;2031
ESENYURT;YEN›KENT;40860;16;46;217;411;27;15;73;142;0;0;1;1788
ESENYURT;YEﬁ›LKENT;40866;13;41;185;354;36;20;101;199;1;1;3;1799
ESENYURT;YUNUS EMRE;181506;18;58;243;384;28;15;78;149;0;0;1;1948
ESENYURT;ZAFER;181500;7;20;85;172;17;9;47;89;1;1;2;804
EY‹P;AKﬁEMSETT›N;40358;4;18;107;402;3;2;14;38;0;1;1;768
EY‹P;AL›BEYK÷Y;40359;19;49;203;397;9;6;26;52;0;1;1;620
EY‹P;«IR«IR;40360;7;26;148;452;2;1;13;30;0;0;1;701
EY‹P;«›FTALAN;191745;1;3;7;16;0;0;0;0;0;0;0;11
EY‹P;DEFTERDAR;40361;29;59;207;289;15;10;37;70;0;1;1;515
EY‹P;D‹–MEC›LER;40362;14;37;183;340;14;9;39;77;0;0;1;1229
EY‹P;EMN›YETTEPE;40363;10;25;108;240;5;3;15;30;0;0;1;436
EY‹P;ESENTEPE;40364;10;30;137;341;5;4;17;37;0;0;1;822
EY‹P;G÷KT‹RK MERKEZ;40379;15;64;321;745;6;1;31;76;1;1;2;1564
EY‹P;G‹ZELTEPE;40366;16;43;211;532;9;6;29;62;1;1;1;1175
EY‹P;›SLAMBEY;40367;22;54;236;482;16;11;44;87;0;0;1;844
EY‹P;KARADOLAP;40368;12;41;197;524;5;4;21;47;0;0;1;832
EY‹P;MERKEZ;40365;26;53;187;322;15;11;43;79;1;1;1;891
EY‹P;M›MAR S›NAN;40369;5;21;101;197;1;1;5;10;0;0;1;209
EY‹P;M›THATPAﬁA;40370;11;40;180;338;2;2;8;18;1;1;1;324
EY‹P;N›ﬁANCI;40371;24;66;297;492;18;13;50;98;1;1;1;1144
EY‹P;RAM› CUMA;40372;10;26;119;244;11;7;32;61;0;0;0;911
EY‹P;RAM› YEN›;40373;15;36;157;288;11;7;31;60;0;0;1;972
EY‹P;SAKARYA;40374;6;22;101;265;3;2;11;23;0;0;0;349
EY‹P;S›LAHTARA–A;40375;5;17;90;240;3;2;9;20;0;0;0;342
EY‹P;TOP«ULAR;40376;26;62;260;366;9;5;26;50;1;1;2;455
EY‹P;YEﬁ›LPINAR;40378;4;13;83;345;6;3;21;46;0;0;1;727
FAT›H;AKSARAY;99127;81;130;350;510;40;27;103;178;1;1;2;1136
FAT›H;AKﬁEMSETT›N;99137;64;100;320;654;67;41;174;303;1;1;1;2010
FAT›H;AL› KUﬁ«U;99141;49;77;222;389;42;28;111;193;0;0;1;1255
FAT›H;AT›KAL›;99140;45;73;218;375;52;32;134;234;0;0;1;1747
FAT›H;AYVANSARAY;99146;111;214;568;848;56;47;154;275;1;1;2;2164
FAT›H;BALAT;99145;78;144;392;645;51;41;137;246;0;0;1;1618
FAT›H;B›NB›RD›REK;40310;12;22;69;100;3;2;7;13;0;0;1;110
FAT›H;CANKURTARAN;40311;25;53;157;211;4;4;11;20;0;0;1;174
FAT›H;CERRAHPAﬁA;99128;50;76;209;293;41;25;106;182;0;1;1;1086
FAT›H;C›BAL›;99143;42;82;245;365;23;18;63;112;0;0;1;964
FAT›H;DERV›ﬁ AL›;40422;60;114;333;560;49;35;131;233;0;0;1;1856
FAT›H;EM›N S›NAN;40313;13;25;77;115;3;3;9;16;0;0;0;142
FAT›H;HASEK› SULTAN;99129;47;72;208;350;45;27;117;201;0;0;1;1150
FAT›H;HIRKA-› ﬁER›F;99138;78;125;362;596;83;52;217;376;1;1;2;2714
FAT›H;HOCA GIYASETT›N;40316;12;25;72;91;3;2;8;14;0;0;0;106
FAT›H;›SKENDERPAﬁA;40397;41;70;226;487;33;21;88;154;0;1;1;1152
FAT›H;KALENDERHANE;40319;4;9;28;43;1;1;4;7;0;0;0;50
FAT›H;KARAG‹MR‹K;99139;42;70;204;310;41;27;108;187;0;1;1;1194
FAT›H;KAT›P KASIM;40320;29;48;128;181;7;5;18;31;0;0;1;249
FAT›H;KEMALPAﬁA;40318;9;17;60;149;1;1;4;7;0;0;0;36
FAT›H;KOCA MUSTAFAPAﬁA;40390;128;185;456;621;120;78;309;527;1;1;2;2981
FAT›H;K‹«‹K AYASOFYA;40321;27;53;164;232;7;6;20;36;0;0;1;335
FAT›H;MEVLANAKAPI;99134;80;124;330;457;84;54;218;375;1;1;1;2620
FAT›H;M›MAR HAYRETT›N;40324;29;51;151;226;5;4;14;24;0;0;1;91
FAT›H;M›MAR KEMALETT›N;40325;21;35;108;181;2;1;5;8;0;0;1;29
FAT›H;MOLLA G‹RAN›;99136;52;82;251;472;48;29;124;215;0;1;1;1405
FAT›H;MOLLA H‹SREV;40327;6;13;43;63;2;2;6;10;0;0;0;95
FAT›H;MUHS›NE HATUN;40328;19;33;99;153;6;4;16;28;0;0;0;276
FAT›H;N›ﬁANCA;40329;29;51;155;250;12;8;31;55;0;0;1;539
FAT›H;SARA« ›SHAK;40331;13;23;70;107;3;2;9;15;0;0;0;126
FAT›H;SEYY›D ÷MER;40387;77;119;341;572;91;54;236;407;1;1;2;2979
FAT›H;S›L›VR›KAPI;99132;53;83;237;371;66;39;171;294;0;1;1;2012
FAT›H;SULTAN AHMET;40333;17;34;98;124;4;3;10;18;0;0;0;128
FAT›H;S‹LEYMAN›YE;40335;9;20;68;112;1;1;3;6;0;0;0;76
FAT›H;S‹MB‹L EFEND›;99131;56;87;229;310;63;40;164;281;0;1;1;2220
FAT›H;ﬁEHREM›N›;99133;68;109;327;571;76;44;195;338;1;1;2;2320
FAT›H;ﬁEHSUVAR BEY;40336;23;41;124;187;6;5;16;28;0;0;1;234
FAT›H;TOPKAPI;99135;61;94;242;338;46;31;120;206;1;1;1;1193
FAT›H;YAVUZ S›NAN;40339;9;17;48;59;2;1;5;8;0;0;0;46
FAT›H;YAVUZ SULTAN SEL›M;99144;54;104;308;531;39;30;107;191;0;0;1;1849
FAT›H;YED›KULE;99130;137;185;410;448;118;83;301;514;1;1;2;2588
FAT›H;ZEYREK;99142;44;79;238;422;34;24;91;161;0;1;1;1502
GAZ›OSMANPAﬁA;BA–LARBAﬁI;40454;8;24;142;423;10;6;29;60;0;0;1;918
GAZ›OSMANPAﬁA;BARBAROS HAYRETT›N PAﬁA;40459;9;25;185;655;12;6;35;76;1;1;1;1180
GAZ›OSMANPAﬁA;FEVZ› «AKMAK;40457;5;13;82;256;6;3;18;39;0;0;0;664
GAZ›OSMANPAﬁA;H‹RR›YET;40458;10;24;147;435;13;7;36;72;0;0;1;1004
GAZ›OSMANPAﬁA;KARADEN›Z;40464;9;25;192;759;15;7;44;99;1;1;1;1571
GAZ›OSMANPAﬁA;KARAYOLLARI;40463;5;21;144;492;5;3;19;48;0;0;1;939
GAZ›OSMANPAﬁA;KARLITEPE;40451;4;16;90;251;4;3;13;27;0;0;0;620
GAZ›OSMANPAﬁA;KAZIM KARABEK›R;40461;4;13;95;438;7;3;21;49;0;0;1;791
GAZ›OSMANPAﬁA;MERKEZ;40455;18;46;249;622;15;9;42;84;1;1;1;1234
GAZ›OSMANPAﬁA;MEVLANA;40462;1;2;24;135;1;0;4;13;0;0;0;268
GAZ›OSMANPAﬁA;PAZAR›«›;40450;8;26;136;333;6;4;17;36;0;0;0;466
GAZ›OSMANPAﬁA;SARIG÷L;40453;15;51;219;561;12;9;38;78;0;0;1;1114
GAZ›OSMANPAﬁA;ﬁEMS›PAﬁA;40456;4;11;87;307;6;4;18;38;0;0;0;580
GAZ›OSMANPAﬁA;YEN› MAHALLE;40460;11;34;180;515;14;8;39;81;0;1;1;1304
GAZ›OSMANPAﬁA;YEN›DO–AN;40452;7;29;127;308;5;4;16;35;0;0;0;348
GAZ›OSMANPAﬁA;YILDIZTABYA;40449;11;43;177;479;9;7;29;63;0;0;1;962
G‹NG÷REN;ABDURRAHMAN NAF›Z G‹RMAN;40504;22;40;122;207;67;37;174;299;0;1;2;2279
G‹NG÷REN;AKINCILAR;40497;21;35;150;307;54;29;139;248;0;0;1;1911
G‹NG÷REN;GEN«OSMAN;40498;27;57;260;521;66;35;175;323;1;1;3;3121
G‹NG÷REN;G‹NEﬁTEPE;40499;40;75;348;719;102;55;267;487;1;1;3;4645
G‹NG÷REN;G‹VEN;40500;24;39;144;282;63;33;161;282;0;1;1;1754
G‹NG÷REN;HAZNEDAR;40501;30;48;176;351;72;38;185;324;0;1;1;1997
G‹NG÷REN;MAREﬁAL «AKMAK;40502;32;54;234;487;81;43;210;376;1;1;2;2906
G‹NG÷REN;MEHMET NES›H ÷ZMEN;40506;34;64;214;341;41;26;109;190;1;1;3;1050
G‹NG÷REN;MERKEZ;40496;44;75;325;661;112;61;292;521;1;1;3;4534
G‹NG÷REN;SANAY›;40503;38;75;300;509;44;24;117;209;1;1;3;1389
G‹NG÷REN;TOZKOPARAN;40505;30;49;134;212;52;34;136;237;1;0;2;1892
KADIK÷Y;19.May;40528;3;8;42;204;5;2;18;38;0;1;1;482
KADIK÷Y;ACIBADEM;40509;9;20;113;367;12;6;38;73;1;0;1;953
KADIK÷Y;BOSTANCI;40523;8;20;96;345;11;4;35;67;1;1;1;814
KADIK÷Y;CADDEBOSTAN;40521;6;15;74;260;6;2;22;43;0;0;1;489
KADIK÷Y;CAFERA–A;40512;17;38;196;648;13;6;39;74;1;0;1;787
KADIK÷Y;DUMLUPINAR;40518;12;33;152;248;11;6;31;58;0;1;1;713
KADIK÷Y;E–›T›M;40516;18;49;221;396;15;9;40;75;0;0;1;832
KADIK÷Y;ERENK÷Y;40524;5;12;53;232;8;3;26;49;0;0;1;581
KADIK÷Y;FENERBAH«E;40514;5;15;81;256;4;1;15;30;0;0;1;446
KADIK÷Y;FENERYOLU;40515;4;10;49;198;6;2;21;40;0;0;0;517
KADIK÷Y;F›K›RTEPE;40517;17;43;207;316;10;6;29;55;0;1;1;714
KADIK÷Y;G÷ZTEPE;40520;6;14;66;292;7;3;28;54;1;1;1;627
KADIK÷Y;HASANPAﬁA;40510;18;40;182;405;16;10;46;87;0;0;1;800
KADIK÷Y;KOﬁUYOLU;40508;6;23;116;280;2;2;12;26;0;0;0;312
KADIK÷Y;KOZYATA–I;40529;3;8;39;208;5;2;20;40;0;0;1;483
KADIK÷Y;MERD›VENK÷Y;40519;17;42;191;434;17;9;49;96;1;1;1;1533
KADIK÷Y;OSMANA–A;40511;16;33;167;481;10;5;25;46;0;0;1;349
KADIK÷Y;RAS›MPAﬁA;40507;18;41;189;518;12;6;31;58;0;0;1;617
KADIK÷Y;SAHRAYICED›T;40525;4;9;46;204;6;3;24;46;0;0;1;597
KADIK÷Y;SUAD›YE;40522;5;12;68;265;5;2;19;37;1;0;1;454
KADIK÷Y;Z‹HT‹PAﬁA;40513;11;20;78;160;9;4;24;43;0;1;1;485
KA–ITHANE;«A–LAYAN;40535;6;19;137;462;5;3;19;43;0;0;1;717
KA–ITHANE;«EL›KTEPE;40536;4;11;95;393;4;1;13;30;0;0;0;480
KA–ITHANE;EMN›YET EVLER›;40537;1;2;17;83;1;0;3;7;0;0;0;106
KA–ITHANE;G‹LTEPE;40538;2;6;51;204;2;1;6;13;0;0;0;224
KA–ITHANE;G‹RSEL;40539;8;22;137;430;6;3;22;47;0;0;1;774
KA–ITHANE;HAM›D›YE;40541;3;12;63;252;3;2;16;37;1;1;1;835
KA–ITHANE;HARMANTEPE;40540;3;10;86;311;2;1;8;20;0;0;0;328
KA–ITHANE;H‹RR›YET;40542;4;14;87;313;4;2;11;25;0;0;0;394
KA–ITHANE;MEHMET AK›F ERSOY;40544;10;25;112;243;8;6;23;44;0;0;1;908
KA–ITHANE;MERKEZ;40543;11;31;162;459;9;6;29;61;1;1;1;722
KA–ITHANE;NURTEPE;40545;9;25;123;326;8;5;26;52;0;1;1;865
KA–ITHANE;ORTABAYIR;40546;3;8;67;276;3;1;10;22;0;0;0;342
KA–ITHANE;SEYRANTEPE;40548;3;10;71;286;1;0;8;22;0;0;1;410
KA–ITHANE;SULTAN SEL›M;40547;3;9;74;356;3;1;12;28;0;0;1;442
KA–ITHANE;ﬁ›R›NTEPE;40549;2;8;55;229;3;1;8;19;0;0;0;349
KA–ITHANE;TALATPAﬁA;40550;12;32;178;529;12;6;32;68;1;1;1;1049
KA–ITHANE;TELS›ZLER;40551;2;5;41;173;2;1;6;14;0;0;0;180
KA–ITHANE;YAHYA KEMAL;40552;6;21;125;304;7;4;19;39;0;0;1;607
KA–ITHANE;YEﬁ›LCE;40553;2;5;46;187;1;0;4;10;0;0;0;176
KARTAL;ATALAR;40554;8;19;131;438;12;5;33;68;1;1;1;985
KARTAL;CEV›ZL›;40555;8;22;151;435;9;5;27;57;0;0;1;914
KARTAL;CUMHUR›YET;40556;5;21;141;407;2;0;12;28;0;0;1;653
KARTAL;«AVUﬁO–LU;40558;12;33;170;373;7;3;20;40;0;0;1;678
KARTAL;ESENTEPE;40559;9;32;209;564;5;2;21;48;1;1;1;853
KARTAL;G‹M‹ﬁPINAR;40560;6;22;133;366;7;3;22;49;0;0;1;914
KARTAL;H‹RR›YET;40561;19;72;401;948;13;7;48;107;1;1;2;2088
KARTAL;KARLIKTEPE;40562;12;31;185;517;11;6;33;68;1;1;1;1217
KARTAL;KORDONBOYU;40563;10;24;105;254;10;5;29;55;0;0;2;560
KARTAL;ORHANTEPE;40564;22;62;309;618;18;8;57;114;1;1;3;1752
KARTAL;ORTA;40565;3;10;72;255;3;1;10;23;0;0;0;425
KARTAL;PETROL ›ﬁ;40566;7;17;109;377;11;5;31;63;1;1;1;905
KARTAL;SO–ANLIK YEN›;40567;6;21;133;397;6;2;20;45;0;0;1;839
KARTAL;TOPSELV›;40568;10;29;167;325;8;4;22;44;0;0;1;702
KARTAL;U–UR MUMCU;40569;4;9;42;194;16;8;47;91;0;0;1;965
KARTAL;YAKACIK «ARSI;40557;13;44;199;441;5;3;21;48;1;1;1;774
KARTAL;YAKACIK YEN›;40570;9;32;152;314;7;4;24;50;0;0;1;920
KARTAL;YALI;40571;13;31;148;279;11;7;29;56;0;0;1;775
KARTAL;YUKARI;40572;6;15;73;188;6;3;16;31;0;0;0;363
KARTAL;YUNUS;40573;17;47;252;483;9;6;31;63;0;1;1;907
K‹«‹K«EKMECE;ATAKENT;40582;8;25;118;356;24;10;82;170;2;2;3;3055
